specification_id;kv2;supplier;type_cost
5815;KV2000001111;Lineage Logistics;450.0
5816;KV2000001112;EODIS North America;350.0
5817;KV2000001113;Ryder Supply Chain Solutions;300.0
5818;KV2000001114;Kenco Logistic Services LLC;100.0
5819;KV2000001115;GXO Logistics;450.99
5820;KV2000001116;EODIS North America;425.99
5821;KV2000001117;FedEx Supply Chain;275.0
5822;KV2000001118;Lineage Logistics;150.99
5823;KV2000001119;FedEx Supply Chain;75.99
5824;KV2000001120;GXO Logistics;25.0
5825;KV2000001121;DHL Supply Chain;450.0
5826;KV2000001122;Ryder Supply Chain Solutions;150.0
5827;KV2000001123;GXO Logistics;350.0
5828;KV2000001124;EODIS North America;375.99
5829;KV2000001125;EODIS North America;375.0
5830;KV2000001126;Kenco Logistic Services LLC;400.99
5831;KV2000001127;Americold;150.99
5832;KV2000001128;FedEx Supply Chain;425.99
5833;KV2000001129;DHL Supply Chain;400.0
5834;KV2000001130;Lineage Logistics;150.99
5835;KV2000001131;Lineage Logistics;425.0
5836;KV2000001132;EODIS North America;200.0
5837;KV2000001133;EODIS North America;275.99
5838;KV2000001134;EODIS North America;300.0
5839;KV2000001135;EODIS North America;450.0
5840;KV2000001136;Lineage Logistics;300.0
5841;KV2000001137;GXO Logistics;425.0
5842;KV2000001138;EODIS North America;425.99
5843;KV2000001139;EODIS North America;350.0
5844;KV2000001140;GXO Logistics;400.0
5845;KV2000001141;Ryder Supply Chain Solutions;150.0
5846;KV2000001142;Lineage Logistics;225.99
5847;KV2000001143;EODIS North America;425.0
5848;KV2000001144;DHL Supply Chain;425.99
5849;KV2000001145;Lineage Logistics;25.99
5850;KV2000001146;EODIS North America;200.99
5851;KV2000001147;FedEx Supply Chain;100.99
5852;KV2000001148;EODIS North America;0.99
5853;KV2000001149;Lineage Logistics;75.99
5854;KV2000001150;FedEx Supply Chain;425.99
5855;KV2000001151;GXO Logistics;250.0
5856;KV2000001152;GXO Logistics;125.0
5857;KV2000001153;Americold;450.0
5858;KV2000001154;EODIS North America;50.0
5859;KV2000001155;DHL Supply Chain;25.99
5860;KV2000001156;EODIS North America;400.99
5861;KV2000001157;GXO Logistics;300.0
5862;KV2000001158;Americold;175.99
5863;KV2000001159;GXO Logistics;100.99
5864;KV2000001160;Americold;125.0
5865;KV2000001161;Ryder Supply Chain Solutions;225.99
5866;KV2000001162;FedEx Supply Chain;275.0
5867;KV2000001163;Kenco Logistic Services LLC;175.99
5868;KV2000001164;DHL Supply Chain;225.99
5869;KV2000001165;Ryder Supply Chain Solutions;250.99
5870;KV2000001166;EODIS North America;350.0
5871;KV2000001167;FedEx Supply Chain;100.0
5872;KV2000001168;GXO Logistics;75.99
5873;KV2000001169;EODIS North America;300.99
5874;KV2000001170;EODIS North America;350.99
5875;KV2000001171;Americold;325.0
5876;KV2000001172;Kenco Logistic Services LLC;150.0
5877;KV2000001173;DHL Supply Chain;0.99
5878;KV2000001174;Kenco Logistic Services LLC;200.99
5879;KV2000001175;GXO Logistics;150.99
5880;KV2000001176;DHL Supply Chain;450.99
5881;KV2000001177;Lineage Logistics;150.0
5882;KV2000001178;EODIS North America;275.0
5883;KV2000001179;EODIS North America;325.99
5884;KV2000001180;FedEx Supply Chain;350.0
5885;KV2000001181;FedEx Supply Chain;425.0
5886;KV2000001182;Ryder Supply Chain Solutions;150.99
5887;KV2000001183;Ryder Supply Chain Solutions;200.0
5888;KV2000001184;FedEx Supply Chain;75.99
5889;KV2000001185;FedEx Supply Chain;325.0
5890;KV2000001186;Kenco Logistic Services LLC;350.99
5891;KV2000001187;EODIS North America;75.0
5892;KV2000001188;Americold;50.0
5893;KV2000001189;Ryder Supply Chain Solutions;475.99
5894;KV2000001190;GXO Logistics;175.0
5895;KV2000001191;FedEx Supply Chain;375.0
5896;KV2000001192;Americold;300.99
5897;KV2000001193;Lineage Logistics;450.0
5898;KV2000001194;EODIS North America;450.0
5899;KV2000001195;Kenco Logistic Services LLC;100.0
5900;KV2000001196;DHL Supply Chain;475.0
5901;KV2000001197;EODIS North America;25.99
5902;KV2000001198;DHL Supply Chain;475.0
5903;KV2000001199;FedEx Supply Chain;50.0
5904;KV2000001200;EODIS North America;25.99
5905;KV2000001201;FedEx Supply Chain;100.99
5906;KV2000001202;EODIS North America;150.99
5907;KV2000001203;Americold;375.99
5908;KV2000001204;EODIS North America;375.99
5909;KV2000001205;Ryder Supply Chain Solutions;50.99
5910;KV2000001206;DHL Supply Chain;50.0
5911;KV2000001207;DHL Supply Chain;375.0
5912;KV2000001208;DHL Supply Chain;350.0
5913;KV2000001209;Americold;425.0
5914;KV2000001210;Lineage Logistics;350.99
5915;KV2000001211;Ryder Supply Chain Solutions;325.99
5916;KV2000001212;Kenco Logistic Services LLC;375.99
5917;KV2000001213;DHL Supply Chain;425.99
5918;KV2000001214;FedEx Supply Chain;300.0
5919;KV2000001215;DHL Supply Chain;225.0
5920;KV2000001216;DHL Supply Chain;250.0
5921;KV2000001217;DHL Supply Chain;75.99
5922;KV2000001218;Kenco Logistic Services LLC;125.99
5923;KV2000001219;EODIS North America;375.99
5924;KV2000001220;Kenco Logistic Services LLC;175.0
5925;KV2000001221;Kenco Logistic Services LLC;0.99
5926;KV2000001222;EODIS North America;400.0
5927;KV2000001223;EODIS North America;425.99
5928;KV2000001224;Ryder Supply Chain Solutions;250.0
5929;KV2000001225;Americold;75.0
5930;KV2000001226;Ryder Supply Chain Solutions;175.99
5931;KV2000001227;DHL Supply Chain;100.99
5932;KV2000001228;GXO Logistics;175.0
5933;KV2000001229;GXO Logistics;225.0
5934;KV2000001230;Lineage Logistics;175.99
5935;KV2000001231;Lineage Logistics;75.99
5936;KV2000001232;Lineage Logistics;275.99
5937;KV2000001233;DHL Supply Chain;100.0
5938;KV2000001234;Americold;325.99
5939;KV2000001235;EODIS North America;475.0
5940;KV2000001236;Ryder Supply Chain Solutions;225.0
5941;KV2000001237;EODIS North America;225.0
5942;KV2000001238;GXO Logistics;125.99
5943;KV2000001239;DHL Supply Chain;325.0
5944;KV2000001240;FedEx Supply Chain;25.0
5945;KV2000001241;GXO Logistics;450.0
5946;KV2000001242;FedEx Supply Chain;225.0
5947;KV2000001243;DHL Supply Chain;100.99
5948;KV2000001244;Ryder Supply Chain Solutions;225.99
5949;KV2000001245;EODIS North America;25.0
5950;KV2000001246;Ryder Supply Chain Solutions;50.99
5951;KV2000001247;EODIS North America;150.0
5952;KV2000001248;FedEx Supply Chain;475.0
5953;KV2000001249;FedEx Supply Chain;400.99
5954;KV2000001250;FedEx Supply Chain;75.99
5955;KV2000001251;FedEx Supply Chain;175.0
5956;KV2000001252;EODIS North America;375.0
5957;KV2000001253;FedEx Supply Chain;300.0
5958;KV2000001254;Ryder Supply Chain Solutions;300.0
5959;KV2000001255;DHL Supply Chain;175.0
5960;KV2000001256;FedEx Supply Chain;350.0
5961;KV2000001257;FedEx Supply Chain;300.0
5962;KV2000001258;FedEx Supply Chain;0.99
5963;KV2000001259;EODIS North America;350.0
5964;KV2000001260;Kenco Logistic Services LLC;100.0
5965;KV2000001261;Kenco Logistic Services LLC;75.99
5966;KV2000001262;Ryder Supply Chain Solutions;50.0
5967;KV2000001263;DHL Supply Chain;225.99
5968;KV2000001264;Lineage Logistics;300.0
5969;KV2000001265;EODIS North America;450.99
5970;KV2000001266;Lineage Logistics;125.0
5971;KV2000001267;FedEx Supply Chain;425.99
5972;KV2000001268;FedEx Supply Chain;75.99
5973;KV2000001269;DHL Supply Chain;325.0
5974;KV2000001270;Americold;50.0
5975;KV2000001271;Lineage Logistics;300.99
5976;KV2000001272;GXO Logistics;425.0
5977;KV2000001273;Ryder Supply Chain Solutions;425.99
5978;KV2000001274;DHL Supply Chain;325.0
5979;KV2000001275;Americold;450.0
5980;KV2000001276;Ryder Supply Chain Solutions;500.0
5981;KV2000001277;Lineage Logistics;375.0
5982;KV2000001278;Kenco Logistic Services LLC;350.99
5983;KV2000001279;GXO Logistics;175.99
5984;KV2000001280;Ryder Supply Chain Solutions;175.0
5985;KV2000001281;GXO Logistics;475.0
5986;KV2000001282;EODIS North America;250.0
5987;KV2000001283;Ryder Supply Chain Solutions;325.0
5988;KV2000001284;Americold;200.0
5989;KV2000001285;EODIS North America;250.99
5990;KV2000001286;Kenco Logistic Services LLC;275.0
5991;KV2000001287;Lineage Logistics;100.99
5992;KV2000001288;DHL Supply Chain;250.0
5993;KV2000001289;DHL Supply Chain;125.0
5994;KV2000001290;GXO Logistics;475.99
5995;KV2000001291;Americold;375.99
5996;KV2000001292;DHL Supply Chain;150.99
5997;KV2000001293;Americold;100.0
5998;KV2000001294;Lineage Logistics;175.99
5999;KV2000001295;DHL Supply Chain;300.0
6000;KV2000001296;GXO Logistics;150.0
6001;KV2000001297;Ryder Supply Chain Solutions;300.0
6002;KV2000001298;EODIS North America;225.0
6003;KV2000001299;GXO Logistics;100.0
6004;KV2000001300;Ryder Supply Chain Solutions;225.0
6005;KV2000001301;DHL Supply Chain;50.99
6006;KV2000001302;Americold;425.99
6007;KV2000001303;EODIS North America;475.0
6008;KV2000001304;Kenco Logistic Services LLC;175.0
6009;KV2000001305;FedEx Supply Chain;175.99
6010;KV2000001306;GXO Logistics;250.99
6011;KV2000001307;Americold;0.99
6012;KV2000001308;GXO Logistics;225.0
6013;KV2000001309;Americold;100.99
6014;KV2000001310;EODIS North America;425.0
6015;KV2000001311;Ryder Supply Chain Solutions;375.0
6016;KV2000001312;EODIS North America;150.0
6017;KV2000001313;EODIS North America;400.99
6018;KV2000001314;EODIS North America;300.0
6019;KV2000001315;Lineage Logistics;250.0
6020;KV2000001316;Americold;425.0
6021;KV2000001317;Americold;475.99
6022;KV2000001318;Kenco Logistic Services LLC;450.99
6023;KV2000001319;Americold;75.99
6024;KV2000001320;Americold;275.99
6025;KV2000001321;DHL Supply Chain;75.0
6026;KV2000001322;FedEx Supply Chain;475.99
6027;KV2000001323;GXO Logistics;225.0
6028;KV2000001324;Lineage Logistics;350.99
6029;KV2000001325;FedEx Supply Chain;425.99
6030;KV2000001326;Lineage Logistics;50.99
6031;KV2000001327;Kenco Logistic Services LLC;175.0
6032;KV2000001328;Americold;25.0
6033;KV2000001329;Ryder Supply Chain Solutions;350.0
6034;KV2000001330;Lineage Logistics;475.99
6035;KV2000001331;Americold;125.99
6036;KV2000001332;GXO Logistics;475.0
6037;KV2000001333;FedEx Supply Chain;50.99
6038;KV2000001334;EODIS North America;25.0
6039;KV2000001335;Kenco Logistic Services LLC;250.99
6040;KV2000001336;DHL Supply Chain;225.0
6041;KV2000001337;EODIS North America;50.99
6042;KV2000001338;Ryder Supply Chain Solutions;450.0
6043;KV2000001339;Kenco Logistic Services LLC;400.99
6044;KV2000001340;Americold;300.99
6045;KV2000001341;FedEx Supply Chain;475.99
6046;KV2000001342;Ryder Supply Chain Solutions;350.0
6047;KV2000001343;EODIS North America;0.99
6048;KV2000001344;GXO Logistics;275.0
6049;KV2000001345;Lineage Logistics;325.99
6050;KV2000001346;Ryder Supply Chain Solutions;350.0
6051;KV2000001347;FedEx Supply Chain;300.0
6052;KV2000001348;GXO Logistics;50.99
6053;KV2000001349;FedEx Supply Chain;350.99
6054;KV2000001350;Kenco Logistic Services LLC;450.0
6055;KV2000001351;Americold;300.99
6056;KV2000001352;Americold;125.99
6057;KV2000001353;Kenco Logistic Services LLC;100.0
6058;KV2000001354;Ryder Supply Chain Solutions;350.0
6059;KV2000001355;Americold;250.0
6060;KV2000001356;Ryder Supply Chain Solutions;150.0
6061;KV2000001357;Kenco Logistic Services LLC;250.0
6062;KV2000001358;Lineage Logistics;450.0
6063;KV2000001359;Kenco Logistic Services LLC;125.0
6064;KV2000001360;Americold;350.99
6065;KV2000001361;FedEx Supply Chain;325.99
6066;KV2000001362;GXO Logistics;275.99
6067;KV2000001363;GXO Logistics;100.99
6068;KV2000001364;DHL Supply Chain;75.99
6069;KV2000001365;Kenco Logistic Services LLC;200.0
6070;KV2000001366;EODIS North America;375.99
6811;KV2000001367;Americold;400.99
6812;KV2000001368;EODIS North America;350.99
6813;KV2000001369;EODIS North America;50.0
6814;KV2000001370;Kenco Logistic Services LLC;125.0
6815;KV2000001371;Ryder Supply Chain Solutions;50.99
6816;KV2000001372;EODIS North America;475.99
6817;KV2000001373;GXO Logistics;325.99
6818;KV2000001374;DHL Supply Chain;150.99
6819;KV2000001375;Kenco Logistic Services LLC;25.0
6820;KV2000001376;Ryder Supply Chain Solutions;50.0
6821;KV2000001377;Americold;250.99
6822;KV2000001378;Lineage Logistics;350.99
6823;KV2000001379;Kenco Logistic Services LLC;400.99
6824;KV2000001380;DHL Supply Chain;225.99
6825;KV2000001381;Lineage Logistics;300.0
6826;KV2000001382;Lineage Logistics;350.0
6827;KV2000001383;Americold;375.0
6828;KV2000001384;Ryder Supply Chain Solutions;400.0
6829;KV2000001385;GXO Logistics;400.0
6830;KV2000001386;Kenco Logistic Services LLC;175.99
6831;KV2000001387;Americold;450.0
6832;KV2000001388;Americold;375.99
6833;KV2000001389;Lineage Logistics;225.99
6834;KV2000001390;GXO Logistics;350.0
6835;KV2000001391;FedEx Supply Chain;350.99
6836;KV2000001392;DHL Supply Chain;200.0
6837;KV2000001393;Kenco Logistic Services LLC;325.0
6838;KV2000001394;Lineage Logistics;200.99
6839;KV2000001395;Americold;100.0
6840;KV2000001396;FedEx Supply Chain;400.0
6841;KV2000001397;Kenco Logistic Services LLC;325.99
6842;KV2000001398;Lineage Logistics;450.99
6843;KV2000001399;FedEx Supply Chain;175.99
6844;KV2000001400;DHL Supply Chain;475.0
6845;KV2000001401;Kenco Logistic Services LLC;325.99
6846;KV2000001402;GXO Logistics;50.99
6847;KV2000001403;Kenco Logistic Services LLC;475.99
6848;KV2000001404;Americold;250.99
6849;KV2000001405;EODIS North America;375.0
6850;KV2000001406;Lineage Logistics;0.99
6851;KV2000001407;Kenco Logistic Services LLC;50.0
6852;KV2000001408;GXO Logistics;225.0
6853;KV2000001409;Ryder Supply Chain Solutions;375.0
6854;KV2000001410;Kenco Logistic Services LLC;175.99
6855;KV2000001411;Lineage Logistics;125.0
6856;KV2000001412;FedEx Supply Chain;25.0
6857;KV2000001413;Lineage Logistics;100.0
6858;KV2000001414;GXO Logistics;300.0
6859;KV2000001415;FedEx Supply Chain;300.0
6860;KV2000001416;Ryder Supply Chain Solutions;75.99
6861;KV2000001417;FedEx Supply Chain;350.99
6862;KV2000001418;Ryder Supply Chain Solutions;425.0
6863;KV2000001419;Lineage Logistics;250.99
6864;KV2000001420;Kenco Logistic Services LLC;450.99
6865;KV2000001421;EODIS North America;125.99
6866;KV2000001422;Lineage Logistics;25.99
6867;KV2000001423;EODIS North America;125.0
6868;KV2000001424;DHL Supply Chain;125.0
6869;KV2000001425;Kenco Logistic Services LLC;250.99
6870;KV2000001426;DHL Supply Chain;200.99
6871;KV2000001427;Kenco Logistic Services LLC;275.0
6872;KV2000001428;Kenco Logistic Services LLC;300.0
6873;KV2000001429;Americold;275.99
6874;KV2000001430;DHL Supply Chain;375.0
6875;KV2000001431;DHL Supply Chain;25.99
6876;KV2000001432;Americold;275.99
6877;KV2000001433;EODIS North America;475.0
6878;KV2000001434;Lineage Logistics;350.99
6879;KV2000001435;Americold;375.99
6880;KV2000001436;DHL Supply Chain;250.99
6881;KV2000001437;Kenco Logistic Services LLC;375.0
6882;KV2000001438;GXO Logistics;375.99
6883;KV2000001439;DHL Supply Chain;150.99
6884;KV2000001440;Ryder Supply Chain Solutions;50.0
6885;KV2000001441;Ryder Supply Chain Solutions;125.0
6886;KV2000001442;Lineage Logistics;100.99
6887;KV2000001443;Lineage Logistics;50.99
6888;KV2000001444;GXO Logistics;25.99
6889;KV2000001445;GXO Logistics;175.0
6890;KV2000001446;Ryder Supply Chain Solutions;200.0
6891;KV2000001447;DHL Supply Chain;425.0
6892;KV2000001448;Lineage Logistics;250.99
6893;KV2000001449;Kenco Logistic Services LLC;75.99
6894;KV2000001450;Ryder Supply Chain Solutions;425.0
6895;KV2000001451;EODIS North America;75.99
6896;KV2000001452;DHL Supply Chain;325.99
6897;KV2000001453;EODIS North America;125.99
6898;KV2000001454;FedEx Supply Chain;100.0
6899;KV2000001455;DHL Supply Chain;350.99
6900;KV2000001456;FedEx Supply Chain;425.0
6901;KV2000001457;GXO Logistics;350.99
6902;KV2000001458;DHL Supply Chain;400.0
6903;KV2000001459;DHL Supply Chain;100.0
6904;KV2000001460;GXO Logistics;425.0
6905;KV2000001461;Kenco Logistic Services LLC;100.0
6906;KV2000001462;EODIS North America;475.99
6907;KV2000001463;Kenco Logistic Services LLC;350.99
6908;KV2000001464;Ryder Supply Chain Solutions;225.99
6909;KV2000001465;Lineage Logistics;225.99
6910;KV2000001466;DHL Supply Chain;100.0
6911;KV2000001467;FedEx Supply Chain;125.99
6912;KV2000001468;Kenco Logistic Services LLC;425.0
6913;KV2000001469;FedEx Supply Chain;75.0
6914;KV2000001470;GXO Logistics;300.0
6915;KV2000001471;Americold;425.99
6916;KV2000001472;Americold;325.0
6917;KV2000001473;Ryder Supply Chain Solutions;150.99
6918;KV2000001474;EODIS North America;425.99
6919;KV2000001475;EODIS North America;425.0
6920;KV2000001476;Americold;75.0
6921;KV2000001477;GXO Logistics;400.99
6922;KV2000001478;DHL Supply Chain;225.0
6923;KV2000001479;Americold;0.99
6924;KV2000001480;FedEx Supply Chain;75.0
6925;KV2000001481;Americold;275.0
6926;KV2000001482;GXO Logistics;225.99
6927;KV2000001483;Lineage Logistics;425.99
6928;KV2000001484;EODIS North America;400.0
6929;KV2000001485;Americold;325.99
6930;KV2000001486;DHL Supply Chain;350.0
6931;KV2000001487;FedEx Supply Chain;175.0
6932;KV2000001488;Lineage Logistics;150.99
6933;KV2000001489;Ryder Supply Chain Solutions;50.0
6934;KV2000001490;GXO Logistics;275.0
6935;KV2000001491;Americold;375.99
6936;KV2000001492;Americold;200.99
6937;KV2000001493;Americold;0.99
6938;KV2000001494;Ryder Supply Chain Solutions;150.0
6939;KV2000001495;Lineage Logistics;75.99
6940;KV2000001496;Lineage Logistics;300.99
6941;KV2000001497;FedEx Supply Chain;350.0
6942;KV2000001498;Kenco Logistic Services LLC;100.0
6943;KV2000001499;FedEx Supply Chain;150.0
6944;KV2000001500;EODIS North America;450.99
6945;KV2000001501;Ryder Supply Chain Solutions;400.0
6946;KV2000001502;FedEx Supply Chain;475.0
6947;KV2000001503;Americold;450.0
6948;KV2000001504;Lineage Logistics;150.99
6949;KV2000001505;DHL Supply Chain;325.0
6950;KV2000001506;Kenco Logistic Services LLC;475.99
6951;KV2000001507;Americold;125.99
6952;KV2000001508;EODIS North America;350.0
6953;KV2000001509;Americold;475.0
6954;KV2000001510;Kenco Logistic Services LLC;150.99
6955;KV2000001511;DHL Supply Chain;75.99
6956;KV2000001512;Ryder Supply Chain Solutions;225.0
6957;KV2000001513;Kenco Logistic Services LLC;175.0
6958;KV2000001514;EODIS North America;100.0
7107;KV2000001515;FedEx Supply Chain;200.99
7108;KV2000001516;Kenco Logistic Services LLC;325.99
7109;KV2000001517;Lineage Logistics;350.99
7110;KV2000001518;EODIS North America;50.99
7111;KV2000001519;Americold;175.99
7112;KV2000001520;Lineage Logistics;75.99
7113;KV2000001521;Ryder Supply Chain Solutions;400.99
7114;KV2000001522;Lineage Logistics;350.99
7115;KV2000001523;Ryder Supply Chain Solutions;250.0
7116;KV2000001524;EODIS North America;50.0
7117;KV2000001525;FedEx Supply Chain;175.99
7118;KV2000001526;Ryder Supply Chain Solutions;175.99
7119;KV2000001527;FedEx Supply Chain;225.0
7120;KV2000001528;FedEx Supply Chain;300.0
7121;KV2000001529;Ryder Supply Chain Solutions;25.0
7122;KV2000001530;Americold;425.99
7123;KV2000001531;Kenco Logistic Services LLC;350.0
7124;KV2000001532;Americold;400.99
7125;KV2000001533;GXO Logistics;25.0
7126;KV2000001534;Americold;475.99
7127;KV2000001535;Lineage Logistics;450.0
7128;KV2000001536;Lineage Logistics;125.0
7129;KV2000001537;DHL Supply Chain;100.0
7130;KV2000001538;EODIS North America;200.0
7131;KV2000001539;Ryder Supply Chain Solutions;450.0
7132;KV2000001540;EODIS North America;275.99
7133;KV2000001541;FedEx Supply Chain;200.0
7134;KV2000001542;Ryder Supply Chain Solutions;450.99
7135;KV2000001543;Ryder Supply Chain Solutions;125.99
7136;KV2000001544;DHL Supply Chain;375.99
7137;KV2000001545;DHL Supply Chain;275.0
7138;KV2000001546;Americold;175.99
7139;KV2000001547;Americold;50.99
7140;KV2000001548;FedEx Supply Chain;25.99
7141;KV2000001549;DHL Supply Chain;275.0
7142;KV2000001550;DHL Supply Chain;400.0
7143;KV2000001551;DHL Supply Chain;375.0
7144;KV2000001552;Americold;0.99
7145;KV2000001553;DHL Supply Chain;325.99
7146;KV2000001554;DHL Supply Chain;425.99
7147;KV2000001555;FedEx Supply Chain;75.99
7148;KV2000001556;DHL Supply Chain;275.99
7149;KV2000001557;Lineage Logistics;100.0
7150;KV2000001558;DHL Supply Chain;125.0
7151;KV2000001559;EODIS North America;325.99
7152;KV2000001560;GXO Logistics;300.0
7153;KV2000001561;GXO Logistics;50.0
7154;KV2000001562;EODIS North America;475.99
7155;KV2000001563;GXO Logistics;450.99
7156;KV2000001564;FedEx Supply Chain;425.99
7157;KV2000001565;GXO Logistics;225.0
7158;KV2000001566;FedEx Supply Chain;25.0
7159;KV2000001567;Americold;375.0
7160;KV2000001568;Americold;0.99
7161;KV2000001569;EODIS North America;175.0
7162;KV2000001570;EODIS North America;200.0
7163;KV2000001571;Lineage Logistics;200.0
7164;KV2000001572;FedEx Supply Chain;500.0
7165;KV2000001573;FedEx Supply Chain;250.0
7166;KV2000001574;FedEx Supply Chain;125.99
7167;KV2000001575;Ryder Supply Chain Solutions;0.99
7168;KV2000001576;Kenco Logistic Services LLC;475.0
7169;KV2000001577;Lineage Logistics;25.0
7170;KV2000001578;Lineage Logistics;350.99
7171;KV2000001579;Kenco Logistic Services LLC;75.99
7172;KV2000001580;GXO Logistics;325.0
7173;KV2000001581;DHL Supply Chain;75.0
7174;KV2000001582;GXO Logistics;150.0
7175;KV2000001583;GXO Logistics;75.0
7176;KV2000001584;FedEx Supply Chain;50.0
7177;KV2000001585;Ryder Supply Chain Solutions;300.99
7178;KV2000001586;DHL Supply Chain;75.99
7179;KV2000001587;GXO Logistics;25.99
7180;KV2000001588;EODIS North America;400.99
7181;KV2000001589;Americold;425.99
7182;KV2000001590;GXO Logistics;100.99
7183;KV2000001591;EODIS North America;0.99
7184;KV2000001592;DHL Supply Chain;75.99
7185;KV2000001593;FedEx Supply Chain;200.0
7186;KV2000001594;Kenco Logistic Services LLC;300.0
7187;KV2000001595;Kenco Logistic Services LLC;100.0
7188;KV2000001596;Lineage Logistics;50.99
7189;KV2000001597;EODIS North America;225.99
7190;KV2000001598;Ryder Supply Chain Solutions;25.99
7191;KV2000001599;GXO Logistics;250.99
7192;KV2000001600;GXO Logistics;250.0
7193;KV2000001601;Kenco Logistic Services LLC;325.0
7194;KV2000001602;Lineage Logistics;300.0
7195;KV2000001603;FedEx Supply Chain;125.0
7196;KV2000001604;EODIS North America;225.0
7197;KV2000001605;Ryder Supply Chain Solutions;300.0
7198;KV2000001606;Lineage Logistics;275.0
7199;KV2000001607;EODIS North America;200.99
7200;KV2000001608;DHL Supply Chain;325.99
7201;KV2000001609;Lineage Logistics;250.99
7202;KV2000001610;EODIS North America;125.99
7203;KV2000001611;Kenco Logistic Services LLC;175.99
7204;KV2000001612;Americold;25.0
7205;KV2000001613;DHL Supply Chain;300.0
7206;KV2000001614;Kenco Logistic Services LLC;100.99
7207;KV2000001615;Americold;375.0
7208;KV2000001616;Kenco Logistic Services LLC;300.99
7209;KV2000001617;GXO Logistics;475.0
7210;KV2000001618;Americold;400.0
7211;KV2000001619;Lineage Logistics;100.0
7212;KV2000001620;Americold;75.0
7213;KV2000001621;EODIS North America;0.99
7214;KV2000001622;EODIS North America;150.0
7215;KV2000001623;Ryder Supply Chain Solutions;300.99
7216;KV2000001624;DHL Supply Chain;425.0
7217;KV2000001625;Ryder Supply Chain Solutions;375.99
7218;KV2000001626;EODIS North America;375.99
7219;KV2000001627;DHL Supply Chain;250.99
7220;KV2000001628;Kenco Logistic Services LLC;325.0
7221;KV2000001629;Kenco Logistic Services LLC;150.99
7222;KV2000001630;FedEx Supply Chain;400.0
7223;KV2000001631;FedEx Supply Chain;450.99
7224;KV2000001632;Lineage Logistics;425.99
7225;KV2000001633;DHL Supply Chain;100.0
7226;KV2000001634;EODIS North America;350.0
7227;KV2000001635;Ryder Supply Chain Solutions;50.0
7228;KV2000001636;DHL Supply Chain;100.99
7229;KV2000001637;Americold;325.0
7230;KV2000001638;Ryder Supply Chain Solutions;400.99
7231;KV2000001639;Ryder Supply Chain Solutions;150.0
7232;KV2000001640;FedEx Supply Chain;475.99
7233;KV2000001641;Kenco Logistic Services LLC;125.99
7234;KV2000001642;Americold;300.0
7235;KV2000001643;Lineage Logistics;50.99
7236;KV2000001644;Lineage Logistics;225.0
7237;KV2000001645;FedEx Supply Chain;50.99
7238;KV2000001646;GXO Logistics;375.0
7239;KV2000001647;Lineage Logistics;175.0
7240;KV2000001648;EODIS North America;300.0
7241;KV2000001649;EODIS North America;450.0
7242;KV2000001650;GXO Logistics;450.0
7243;KV2000001651;Lineage Logistics;300.0
7244;KV2000001652;Kenco Logistic Services LLC;375.99
7245;KV2000001653;Americold;175.99
7246;KV2000001654;FedEx Supply Chain;200.0
7247;KV2000001655;GXO Logistics;0.99
7248;KV2000001656;EODIS North America;475.0
7249;KV2000001657;Lineage Logistics;250.99
7250;KV2000001658;Ryder Supply Chain Solutions;75.99
7251;KV2000001659;Ryder Supply Chain Solutions;300.0
7252;KV2000001660;Kenco Logistic Services LLC;50.99
7253;KV2000001661;EODIS North America;225.0
7254;KV2000001662;FedEx Supply Chain;125.99
7255;KV2000001663;Kenco Logistic Services LLC;225.99
7256;KV2000001664;Ryder Supply Chain Solutions;300.0
7257;KV2000001665;Ryder Supply Chain Solutions;25.99
7258;KV2000001666;DHL Supply Chain;75.0
7259;KV2000001667;EODIS North America;175.0
7260;KV2000001668;Americold;100.99
7261;KV2000001669;DHL Supply Chain;50.99
7262;KV2000001670;GXO Logistics;300.99
7263;KV2000001671;Americold;175.0
7264;KV2000001672;Kenco Logistic Services LLC;125.99
7265;KV2000001673;DHL Supply Chain;400.0
7266;KV2000001674;DHL Supply Chain;275.99
7267;KV2000001675;DHL Supply Chain;400.99
7268;KV2000001676;DHL Supply Chain;75.99
7269;KV2000001677;Lineage Logistics;50.0
7270;KV2000001678;Americold;100.99
7271;KV2000001679;Lineage Logistics;50.0
7272;KV2000001680;EODIS North America;425.0
7273;KV2000001681;Kenco Logistic Services LLC;425.99
7274;KV2000001682;Americold;275.99
7275;KV2000001683;GXO Logistics;425.99
7276;KV2000001684;FedEx Supply Chain;375.0
7277;KV2000001685;Americold;150.0
7278;KV2000001686;Ryder Supply Chain Solutions;100.0
7279;KV2000001687;EODIS North America;50.0
7280;KV2000001688;DHL Supply Chain;50.0
7281;KV2000001689;FedEx Supply Chain;475.99
7282;KV2000001690;Ryder Supply Chain Solutions;75.0
7283;KV2000001691;EODIS North America;350.99
7284;KV2000001692;FedEx Supply Chain;150.0
7285;KV2000001693;Americold;450.99
7286;KV2000001694;DHL Supply Chain;175.99
7287;KV2000001695;EODIS North America;275.0
7288;KV2000001696;GXO Logistics;450.0
7289;KV2000001697;Ryder Supply Chain Solutions;75.99
7290;KV2000001698;GXO Logistics;275.0
7291;KV2000001699;Lineage Logistics;50.99
7292;KV2000001700;Ryder Supply Chain Solutions;225.0
7293;KV2000001701;Americold;425.0
7294;KV2000001702;GXO Logistics;250.99
