specification_id;kv2;supplier;type_cost
5972;KV2000001268;Americold;400.99
5973;KV2000001269;GXO Logistics;150.99
5974;KV2000001270;Ryder Supply Chain Solutions;0.0
5975;KV2000001271;Lineage Logistics;350.0
5976;KV2000001272;FedEx Supply Chain;250.0
5977;KV2000001273;DHL Supply Chain;400.0
5978;KV2000001274;Americold;250.0
5979;KV2000001275;Kenco Logistic Services LLC;300.0
5980;KV2000001276;FedEx Supply Chain;200.0
5981;KV2000001277;GXO Logistics;0.99
5982;KV2000001278;GXO Logistics;0.99
5983;KV2000001279;GXO Logistics;450.99
5984;KV2000001280;Kenco Logistic Services LLC;200.0
5985;KV2000001281;DHL Supply Chain;0.99
5986;KV2000001282;Lineage Logistics;100.0
5987;KV2000001283;GXO Logistics;300.99
5988;KV2000001284;Ryder Supply Chain Solutions;0.0
5989;KV2000001285;Americold;0.99
5990;KV2000001286;FedEx Supply Chain;450.0
5991;KV2000001287;GXO Logistics;300.0
5992;KV2000001288;Kenco Logistic Services LLC;400.0
5993;KV2000001289;Kenco Logistic Services LLC;200.0
5994;KV2000001290;EODIS North America;250.0
5995;KV2000001291;FedEx Supply Chain;400.0
5996;KV2000001292;Ryder Supply Chain Solutions;450.0
5997;KV2000001293;Lineage Logistics;200.99
5998;KV2000001294;FedEx Supply Chain;100.99
5999;KV2000001295;Lineage Logistics;200.0
6000;KV2000001296;DHL Supply Chain;350.99
6001;KV2000001297;GXO Logistics;50.99
6002;KV2000001298;Americold;400.0
6003;KV2000001299;Ryder Supply Chain Solutions;450.99
6004;KV2000001300;GXO Logistics;100.0
6005;KV2000001301;FedEx Supply Chain;200.0
6006;KV2000001302;Lineage Logistics;200.0
6007;KV2000001303;Americold;100.99
6008;KV2000001304;EODIS North America;50.99
6009;KV2000001305;Kenco Logistic Services LLC;450.99
6010;KV2000001306;Ryder Supply Chain Solutions;350.99
6011;KV2000001307;EODIS North America;450.99
6012;KV2000001308;Lineage Logistics;100.99
6013;KV2000001309;Kenco Logistic Services LLC;200.99
6014;KV2000001310;EODIS North America;100.0
6015;KV2000001311;EODIS North America;450.99
6016;KV2000001312;EODIS North America;250.99
6017;KV2000001313;GXO Logistics;150.99
6018;KV2000001314;Kenco Logistic Services LLC;450.99
6019;KV2000001315;DHL Supply Chain;150.99
6020;KV2000001316;FedEx Supply Chain;200.0
6021;KV2000001317;Lineage Logistics;100.99
6022;KV2000001318;Kenco Logistic Services LLC;300.99
6023;KV2000001319;Americold;450.99
6024;KV2000001320;Kenco Logistic Services LLC;200.99
6025;KV2000001321;DHL Supply Chain;250.0
6026;KV2000001322;Americold;200.99
6027;KV2000001323;GXO Logistics;450.99
6028;KV2000001324;Ryder Supply Chain Solutions;50.0
6029;KV2000001325;Ryder Supply Chain Solutions;450.0
6030;KV2000001326;Americold;300.99
6031;KV2000001327;Kenco Logistic Services LLC;150.0
6032;KV2000001328;Ryder Supply Chain Solutions;200.99
6033;KV2000001329;Ryder Supply Chain Solutions;0.0
6034;KV2000001330;Ryder Supply Chain Solutions;450.0
6035;KV2000001331;DHL Supply Chain;450.0
6036;KV2000001332;FedEx Supply Chain;0.99
6037;KV2000001333;Ryder Supply Chain Solutions;200.99
6038;KV2000001334;DHL Supply Chain;50.99
6039;KV2000001335;GXO Logistics;0.0
6040;KV2000001336;GXO Logistics;350.0
6041;KV2000001337;Ryder Supply Chain Solutions;250.0
6042;KV2000001338;FedEx Supply Chain;300.99
6043;KV2000001339;Kenco Logistic Services LLC;450.0
6044;KV2000001340;GXO Logistics;300.99
6045;KV2000001341;GXO Logistics;300.0
6046;KV2000001342;DHL Supply Chain;350.0
6047;KV2000001343;Lineage Logistics;200.99
6048;KV2000001344;Ryder Supply Chain Solutions;400.99
6049;KV2000001345;FedEx Supply Chain;250.99
6050;KV2000001346;FedEx Supply Chain;200.99
6051;KV2000001347;DHL Supply Chain;150.0
6052;KV2000001348;FedEx Supply Chain;400.99
6053;KV2000001349;Lineage Logistics;50.0
6054;KV2000001350;Kenco Logistic Services LLC;300.0
6055;KV2000001351;Kenco Logistic Services LLC;450.99
6056;KV2000001352;Lineage Logistics;50.0
6057;KV2000001353;EODIS North America;50.99
6058;KV2000001354;FedEx Supply Chain;150.99
6059;KV2000001355;EODIS North America;250.99
6060;KV2000001356;EODIS North America;250.0
6061;KV2000001357;GXO Logistics;400.0
6062;KV2000001358;Lineage Logistics;250.99
6063;KV2000001359;EODIS North America;200.99
6064;KV2000001360;Ryder Supply Chain Solutions;250.99
6065;KV2000001361;Lineage Logistics;450.99
6066;KV2000001362;FedEx Supply Chain;300.0
6067;KV2000001363;Kenco Logistic Services LLC;350.0
6068;KV2000001364;FedEx Supply Chain;100.0
6069;KV2000001365;DHL Supply Chain;300.0
6070;KV2000001366;GXO Logistics;200.99
7255;KV2000001367;EODIS North America;50.99
7256;KV2000001368;Americold;300.99
7257;KV2000001369;GXO Logistics;100.99
7258;KV2000001370;Americold;0.99
7259;KV2000001371;DHL Supply Chain;150.99
7260;KV2000001372;GXO Logistics;50.0
7261;KV2000001373;Ryder Supply Chain Solutions;450.0
7262;KV2000001374;FedEx Supply Chain;50.0
7263;KV2000001375;GXO Logistics;450.0
7264;KV2000001376;Americold;350.99
7265;KV2000001377;GXO Logistics;400.0
7266;KV2000001378;Kenco Logistic Services LLC;300.0
7267;KV2000001379;FedEx Supply Chain;150.99
7268;KV2000001380;Lineage Logistics;250.99
7269;KV2000001381;EODIS North America;450.99
7270;KV2000001382;Kenco Logistic Services LLC;50.99
7271;KV2000001383;Americold;350.0
7272;KV2000001384;Lineage Logistics;300.0
7273;KV2000001385;Ryder Supply Chain Solutions;100.99
7274;KV2000001386;Ryder Supply Chain Solutions;150.0
7275;KV2000001387;Americold;450.0
7276;KV2000001388;DHL Supply Chain;450.99
7277;KV2000001389;EODIS North America;400.99
7278;KV2000001390;EODIS North America;300.99
7279;KV2000001391;DHL Supply Chain;350.0
7280;KV2000001392;DHL Supply Chain;100.99
7281;KV2000001393;EODIS North America;350.0
7282;KV2000001394;Ryder Supply Chain Solutions;350.99
7283;KV2000001395;EODIS North America;300.99
7284;KV2000001396;Ryder Supply Chain Solutions;400.99
7285;KV2000001397;Kenco Logistic Services LLC;50.99
7286;KV2000001398;Kenco Logistic Services LLC;250.99
7287;KV2000001399;Lineage Logistics;50.99
7288;KV2000001400;EODIS North America;0.0
7289;KV2000001401;GXO Logistics;0.0
7290;KV2000001402;Kenco Logistic Services LLC;250.99
7291;KV2000001403;Lineage Logistics;150.99
7292;KV2000001404;Ryder Supply Chain Solutions;150.0
7293;KV2000001405;DHL Supply Chain;100.99
7294;KV2000001406;Ryder Supply Chain Solutions;350.99
7295;KV2000001407;Lineage Logistics;50.0
7296;KV2000001408;Lineage Logistics;50.0
7297;KV2000001409;EODIS North America;50.0
7298;KV2000001410;EODIS North America;300.99
7299;KV2000001411;Americold;400.0
7300;KV2000001412;EODIS North America;50.99
7301;KV2000001413;FedEx Supply Chain;150.99
7302;KV2000001414;EODIS North America;100.0
7303;KV2000001415;DHL Supply Chain;300.99
7304;KV2000001416;Kenco Logistic Services LLC;250.0
7305;KV2000001417;Ryder Supply Chain Solutions;350.99
7306;KV2000001418;Ryder Supply Chain Solutions;150.0
7307;KV2000001419;GXO Logistics;0.0
7308;KV2000001420;EODIS North America;350.99
7309;KV2000001421;DHL Supply Chain;200.0
7310;KV2000001422;GXO Logistics;100.0
7311;KV2000001423;EODIS North America;450.99
7312;KV2000001424;Kenco Logistic Services LLC;150.0
7313;KV2000001425;DHL Supply Chain;150.0
7314;KV2000001426;GXO Logistics;0.0
7315;KV2000001427;EODIS North America;450.99
7316;KV2000001428;Ryder Supply Chain Solutions;300.0
7317;KV2000001429;Kenco Logistic Services LLC;0.0
7318;KV2000001430;EODIS North America;200.99
7319;KV2000001431;Americold;350.0
7320;KV2000001432;FedEx Supply Chain;400.0
7321;KV2000001433;Kenco Logistic Services LLC;0.0
7322;KV2000001434;Lineage Logistics;250.0
7323;KV2000001435;Kenco Logistic Services LLC;400.99
7324;KV2000001436;Lineage Logistics;450.99
7325;KV2000001437;Ryder Supply Chain Solutions;150.99
7326;KV2000001438;Kenco Logistic Services LLC;400.0
7327;KV2000001439;GXO Logistics;0.99
7328;KV2000001440;DHL Supply Chain;0.99
7329;KV2000001441;GXO Logistics;300.99
7330;KV2000001442;EODIS North America;400.99
7331;KV2000001443;Kenco Logistic Services LLC;300.0
7332;KV2000001444;Ryder Supply Chain Solutions;150.0
7333;KV2000001445;EODIS North America;150.0
7334;KV2000001446;Americold;450.99
7335;KV2000001447;Ryder Supply Chain Solutions;200.99
7336;KV2000001448;FedEx Supply Chain;350.99
7337;KV2000001449;Ryder Supply Chain Solutions;0.99
7338;KV2000001450;Kenco Logistic Services LLC;350.99
7339;KV2000001451;Kenco Logistic Services LLC;200.0
7340;KV2000001452;DHL Supply Chain;0.99
7341;KV2000001453;Kenco Logistic Services LLC;50.0
7342;KV2000001454;DHL Supply Chain;0.0
7343;KV2000001455;Ryder Supply Chain Solutions;0.99
7344;KV2000001456;Kenco Logistic Services LLC;300.0
7345;KV2000001457;DHL Supply Chain;100.99
7346;KV2000001458;Lineage Logistics;400.99
7347;KV2000001459;Lineage Logistics;400.0
7348;KV2000001460;GXO Logistics;300.0
7349;KV2000001461;Americold;400.0
7350;KV2000001462;Ryder Supply Chain Solutions;50.0
7351;KV2000001463;Lineage Logistics;200.0
7352;KV2000001464;FedEx Supply Chain;350.99
7353;KV2000001465;EODIS North America;400.0
7354;KV2000001466;EODIS North America;200.99
7355;KV2000001467;Ryder Supply Chain Solutions;100.99
7356;KV2000001468;EODIS North America;400.0
7357;KV2000001469;Ryder Supply Chain Solutions;0.99
7358;KV2000001470;Lineage Logistics;350.99
7359;KV2000001471;EODIS North America;50.0
7360;KV2000001472;Americold;450.99
7361;KV2000001473;FedEx Supply Chain;400.0
7362;KV2000001474;Lineage Logistics;150.99
7363;KV2000001475;Kenco Logistic Services LLC;150.0
7364;KV2000001476;EODIS North America;150.99
7365;KV2000001477;Kenco Logistic Services LLC;50.99
7366;KV2000001478;EODIS North America;350.99
7367;KV2000001479;Lineage Logistics;200.0
7368;KV2000001480;DHL Supply Chain;100.99
7369;KV2000001481;EODIS North America;250.0
7370;KV2000001482;DHL Supply Chain;150.99
7371;KV2000001483;Americold;100.0
7372;KV2000001484;Kenco Logistic Services LLC;250.99
7373;KV2000001485;Ryder Supply Chain Solutions;400.0
7374;KV2000001486;Ryder Supply Chain Solutions;0.0
7375;KV2000001487;GXO Logistics;350.99
7376;KV2000001488;Ryder Supply Chain Solutions;50.0
7377;KV2000001489;GXO Logistics;350.0
7378;KV2000001490;Lineage Logistics;400.0
7379;KV2000001491;FedEx Supply Chain;250.99
7380;KV2000001492;Ryder Supply Chain Solutions;250.0
7381;KV2000001493;DHL Supply Chain;300.99
7382;KV2000001494;Kenco Logistic Services LLC;150.99
7383;KV2000001495;DHL Supply Chain;250.99
7384;KV2000001496;EODIS North America;400.99
7385;KV2000001497;GXO Logistics;250.99
7386;KV2000001498;EODIS North America;350.99
7387;KV2000001499;GXO Logistics;450.99
7388;KV2000001500;Lineage Logistics;250.99
7389;KV2000001501;Kenco Logistic Services LLC;0.99
7390;KV2000001502;FedEx Supply Chain;450.0
7391;KV2000001503;Ryder Supply Chain Solutions;300.99
7392;KV2000001504;FedEx Supply Chain;0.0
7393;KV2000001505;Ryder Supply Chain Solutions;300.99
7394;KV2000001506;FedEx Supply Chain;250.0
7395;KV2000001507;DHL Supply Chain;150.99
7396;KV2000001508;Kenco Logistic Services LLC;50.0
7397;KV2000001509;Americold;450.99
7398;KV2000001510;GXO Logistics;0.0
7399;KV2000001511;Lineage Logistics;150.0
7400;KV2000001512;Americold;200.99
7401;KV2000001513;GXO Logistics;350.99
7402;KV2000001514;Lineage Logistics;100.99
6367;KV2000001515;Ryder Supply Chain Solutions;50.99
6368;KV2000001516;EODIS North America;100.99
6369;KV2000001517;Kenco Logistic Services LLC;300.99
6370;KV2000001518;EODIS North America;250.0
6371;KV2000001519;Ryder Supply Chain Solutions;250.0
6372;KV2000001520;FedEx Supply Chain;400.0
6373;KV2000001521;Kenco Logistic Services LLC;300.99
6374;KV2000001522;Americold;200.0
6375;KV2000001523;GXO Logistics;350.0
6376;KV2000001524;Kenco Logistic Services LLC;400.0
6377;KV2000001525;Kenco Logistic Services LLC;150.99
6378;KV2000001526;Americold;400.99
6379;KV2000001527;DHL Supply Chain;350.99
6380;KV2000001528;Americold;200.99
6381;KV2000001529;DHL Supply Chain;200.99
6382;KV2000001530;Americold;0.99
6383;KV2000001531;DHL Supply Chain;400.99
6384;KV2000001532;Lineage Logistics;400.0
6385;KV2000001533;Kenco Logistic Services LLC;50.99
6386;KV2000001534;FedEx Supply Chain;200.0
6387;KV2000001535;GXO Logistics;150.99
6388;KV2000001536;Ryder Supply Chain Solutions;150.99
6389;KV2000001537;Ryder Supply Chain Solutions;350.0
6390;KV2000001538;Lineage Logistics;250.99
6391;KV2000001539;Lineage Logistics;150.99
6392;KV2000001540;Ryder Supply Chain Solutions;300.0
6393;KV2000001541;DHL Supply Chain;50.99
6394;KV2000001542;Kenco Logistic Services LLC;200.0
6395;KV2000001543;Ryder Supply Chain Solutions;100.0
6396;KV2000001544;DHL Supply Chain;300.0
6397;KV2000001545;DHL Supply Chain;250.0
6398;KV2000001546;FedEx Supply Chain;250.99
6399;KV2000001547;Ryder Supply Chain Solutions;150.99
6400;KV2000001548;Americold;150.0
6401;KV2000001549;FedEx Supply Chain;250.99
6402;KV2000001550;Ryder Supply Chain Solutions;200.99
6403;KV2000001551;FedEx Supply Chain;400.0
6404;KV2000001552;Kenco Logistic Services LLC;400.99
6405;KV2000001553;DHL Supply Chain;150.0
6406;KV2000001554;Americold;100.0
6407;KV2000001555;Lineage Logistics;100.99
6408;KV2000001556;DHL Supply Chain;250.99
6409;KV2000001557;EODIS North America;0.99
6410;KV2000001558;Kenco Logistic Services LLC;0.99
6411;KV2000001559;Kenco Logistic Services LLC;400.99
6412;KV2000001560;EODIS North America;400.0
6413;KV2000001561;Americold;300.99
6414;KV2000001562;Lineage Logistics;250.99
6415;KV2000001563;Lineage Logistics;350.99
6416;KV2000001564;Americold;0.99
6417;KV2000001565;DHL Supply Chain;300.0
6418;KV2000001566;DHL Supply Chain;150.99
6419;KV2000001567;EODIS North America;300.99
6420;KV2000001568;Kenco Logistic Services LLC;200.99
6421;KV2000001569;Kenco Logistic Services LLC;50.0
6422;KV2000001570;DHL Supply Chain;0.0
6423;KV2000001571;Ryder Supply Chain Solutions;200.0
6424;KV2000001572;Ryder Supply Chain Solutions;300.0
6425;KV2000001573;Kenco Logistic Services LLC;450.0
6426;KV2000001574;FedEx Supply Chain;100.0
6427;KV2000001575;Lineage Logistics;300.99
6428;KV2000001576;GXO Logistics;0.0
6429;KV2000001577;EODIS North America;300.99
6430;KV2000001578;Ryder Supply Chain Solutions;0.99
6431;KV2000001579;Kenco Logistic Services LLC;50.0
6432;KV2000001580;Ryder Supply Chain Solutions;300.99
6433;KV2000001581;Ryder Supply Chain Solutions;200.0
6434;KV2000001582;Americold;100.99
6435;KV2000001583;DHL Supply Chain;450.0
6436;KV2000001584;GXO Logistics;50.99
6437;KV2000001585;EODIS North America;300.99
6438;KV2000001586;DHL Supply Chain;300.0
6439;KV2000001587;Ryder Supply Chain Solutions;200.0
6440;KV2000001588;Lineage Logistics;450.0
6441;KV2000001589;Lineage Logistics;250.0
6442;KV2000001590;Americold;350.0
6443;KV2000001591;Americold;450.99
6444;KV2000001592;DHL Supply Chain;150.99
6445;KV2000001593;FedEx Supply Chain;400.99
6446;KV2000001594;Americold;350.0
6447;KV2000001595;Lineage Logistics;450.0
6448;KV2000001596;Ryder Supply Chain Solutions;0.0
6449;KV2000001597;GXO Logistics;50.99
6450;KV2000001598;DHL Supply Chain;100.99
6451;KV2000001599;Kenco Logistic Services LLC;350.99
6452;KV2000001600;Americold;250.0
6453;KV2000001601;FedEx Supply Chain;0.0
6454;KV2000001602;EODIS North America;150.99
6455;KV2000001603;EODIS North America;450.0
6456;KV2000001604;EODIS North America;200.99
6457;KV2000001605;Lineage Logistics;350.0
6458;KV2000001606;DHL Supply Chain;0.99
6459;KV2000001607;Americold;400.0
6460;KV2000001608;EODIS North America;50.0
6461;KV2000001609;Ryder Supply Chain Solutions;400.0
6462;KV2000001610;GXO Logistics;300.99
6463;KV2000001611;GXO Logistics;300.0
6464;KV2000001612;DHL Supply Chain;50.99
6465;KV2000001613;GXO Logistics;400.0
6466;KV2000001614;EODIS North America;350.99
6467;KV2000001615;GXO Logistics;150.0
6468;KV2000001616;DHL Supply Chain;0.99
6469;KV2000001617;Lineage Logistics;50.99
6470;KV2000001618;FedEx Supply Chain;350.0
6471;KV2000001619;FedEx Supply Chain;200.0
6472;KV2000001620;Americold;150.0
6473;KV2000001621;FedEx Supply Chain;50.99
6474;KV2000001622;Ryder Supply Chain Solutions;50.0
6475;KV2000001623;DHL Supply Chain;150.99
6476;KV2000001624;Americold;450.0
6477;KV2000001625;Americold;350.99
6478;KV2000001626;Americold;400.99
6479;KV2000001627;Americold;150.99
6480;KV2000001628;FedEx Supply Chain;350.99
6481;KV2000001629;EODIS North America;250.99
6482;KV2000001630;GXO Logistics;350.0
6483;KV2000001631;EODIS North America;50.99
6484;KV2000001632;Lineage Logistics;400.99
6485;KV2000001633;FedEx Supply Chain;150.0
6486;KV2000001634;DHL Supply Chain;0.99
6487;KV2000001635;Ryder Supply Chain Solutions;50.0
6488;KV2000001636;Kenco Logistic Services LLC;250.0
6489;KV2000001637;FedEx Supply Chain;450.99
6490;KV2000001638;Ryder Supply Chain Solutions;400.99
6491;KV2000001639;Kenco Logistic Services LLC;400.0
6492;KV2000001640;EODIS North America;300.0
6493;KV2000001641;Kenco Logistic Services LLC;250.0
6494;KV2000001642;Americold;450.99
6495;KV2000001643;FedEx Supply Chain;300.99
6496;KV2000001644;Kenco Logistic Services LLC;0.0
6497;KV2000001645;Lineage Logistics;50.0
6498;KV2000001646;FedEx Supply Chain;300.0
6499;KV2000001647;DHL Supply Chain;250.99
6500;KV2000001648;Kenco Logistic Services LLC;0.0
6501;KV2000001649;DHL Supply Chain;200.0
6502;KV2000001650;FedEx Supply Chain;150.0
6503;KV2000001651;GXO Logistics;200.0
6504;KV2000001652;Americold;250.0
6505;KV2000001653;EODIS North America;0.0
6506;KV2000001654;GXO Logistics;200.0
6507;KV2000001655;Americold;50.99
6508;KV2000001656;Ryder Supply Chain Solutions;200.99
6509;KV2000001657;DHL Supply Chain;150.99
6510;KV2000001658;EODIS North America;300.0
6511;KV2000001659;Lineage Logistics;100.99
6512;KV2000001660;Ryder Supply Chain Solutions;50.0
6513;KV2000001661;Lineage Logistics;400.99
6514;KV2000001662;EODIS North America;300.99
6515;KV2000001663;DHL Supply Chain;150.0
6516;KV2000001664;DHL Supply Chain;200.0
6517;KV2000001665;EODIS North America;400.99
6518;KV2000001666;DHL Supply Chain;350.99
6519;KV2000001667;GXO Logistics;400.0
6520;KV2000001668;Americold;250.99
6521;KV2000001669;EODIS North America;250.0
6522;KV2000001670;FedEx Supply Chain;0.0
6523;KV2000001671;Americold;150.99
6524;KV2000001672;Lineage Logistics;150.99
6525;KV2000001673;EODIS North America;450.0
6526;KV2000001674;FedEx Supply Chain;200.99
6527;KV2000001675;Kenco Logistic Services LLC;0.0
6528;KV2000001676;DHL Supply Chain;0.0
6529;KV2000001677;FedEx Supply Chain;0.99
6530;KV2000001678;GXO Logistics;300.0
6531;KV2000001679;FedEx Supply Chain;450.99
6532;KV2000001680;Ryder Supply Chain Solutions;0.99
6533;KV2000001681;FedEx Supply Chain;300.99
6534;KV2000001682;Kenco Logistic Services LLC;400.99
6535;KV2000001683;FedEx Supply Chain;350.99
6536;KV2000001684;Americold;450.0
6537;KV2000001685;Ryder Supply Chain Solutions;0.0
6538;KV2000001686;GXO Logistics;400.0
6539;KV2000001687;Ryder Supply Chain Solutions;250.99
6540;KV2000001688;Kenco Logistic Services LLC;450.0
6541;KV2000001689;EODIS North America;450.99
6542;KV2000001690;Kenco Logistic Services LLC;0.99
6543;KV2000001691;Lineage Logistics;300.99
6544;KV2000001692;Lineage Logistics;250.99
6545;KV2000001693;Kenco Logistic Services LLC;300.99
6546;KV2000001694;EODIS North America;50.0
6547;KV2000001695;FedEx Supply Chain;300.0
6548;KV2000001696;Americold;400.99
6549;KV2000001697;FedEx Supply Chain;200.99
6550;KV2000001698;Lineage Logistics;450.0
6551;KV2000001699;Ryder Supply Chain Solutions;400.0
6552;KV2000001700;DHL Supply Chain;450.99
6553;KV2000001701;Ryder Supply Chain Solutions;450.99
6554;KV2000001702;Americold;150.99
6555;KV2000001703;Lineage Logistics;250.99
6556;KV2000001704;DHL Supply Chain;50.99
6557;KV2000001705;DHL Supply Chain;450.0
6558;KV2000001706;DHL Supply Chain;150.99
6559;KV2000001707;Americold;50.0
6560;KV2000001708;EODIS North America;200.0
6561;KV2000001709;DHL Supply Chain;150.0
6562;KV2000001710;Ryder Supply Chain Solutions;200.0
6563;KV2000001711;DHL Supply Chain;200.99
6564;KV2000001712;DHL Supply Chain;0.99
6565;KV2000001713;FedEx Supply Chain;300.0
6566;KV2000001714;FedEx Supply Chain;0.0
6567;KV2000001715;FedEx Supply Chain;450.0
6568;KV2000001716;Ryder Supply Chain Solutions;350.99
6569;KV2000001717;Ryder Supply Chain Solutions;50.99
6570;KV2000001718;Lineage Logistics;400.0
6571;KV2000001719;Ryder Supply Chain Solutions;150.0
6572;KV2000001720;EODIS North America;150.99
6573;KV2000001721;EODIS North America;350.0
6574;KV2000001722;GXO Logistics;250.0
6575;KV2000001723;Lineage Logistics;250.0
6576;KV2000001724;Ryder Supply Chain Solutions;100.0
6577;KV2000001725;Lineage Logistics;450.99
6578;KV2000001726;Ryder Supply Chain Solutions;100.99
6579;KV2000001727;FedEx Supply Chain;0.99
6580;KV2000001728;EODIS North America;0.99
6581;KV2000001729;Americold;350.0
6582;KV2000001730;GXO Logistics;450.99
6583;KV2000001731;Americold;200.0
6584;KV2000001732;Lineage Logistics;0.0
6585;KV2000001733;EODIS North America;350.0
6586;KV2000001734;Kenco Logistic Services LLC;250.99
6587;KV2000001735;Americold;350.0
6588;KV2000001736;FedEx Supply Chain;350.0
6589;KV2000001737;Ryder Supply Chain Solutions;400.99
6590;KV2000001738;Kenco Logistic Services LLC;150.0
6591;KV2000001739;GXO Logistics;150.99
6592;KV2000001740;FedEx Supply Chain;100.99
6593;KV2000001741;EODIS North America;250.99
6594;KV2000001742;Kenco Logistic Services LLC;250.99
6595;KV2000001743;Kenco Logistic Services LLC;100.99
6596;KV2000001744;FedEx Supply Chain;400.0
6597;KV2000001745;Ryder Supply Chain Solutions;0.99
6598;KV2000001746;Kenco Logistic Services LLC;0.0
6599;KV2000001747;FedEx Supply Chain;400.99
6600;KV2000001748;DHL Supply Chain;150.99
6601;KV2000001749;Lineage Logistics;150.0
6602;KV2000001750;DHL Supply Chain;250.99
6603;KV2000001751;DHL Supply Chain;150.0
6604;KV2000001752;GXO Logistics;50.99
6605;KV2000001753;DHL Supply Chain;50.0
6606;KV2000001754;Ryder Supply Chain Solutions;0.0
6607;KV2000001755;EODIS North America;50.99
6608;KV2000001756;EODIS North America;400.99
6609;KV2000001757;DHL Supply Chain;350.99
6610;KV2000001758;Ryder Supply Chain Solutions;300.99
6611;KV2000001759;Ryder Supply Chain Solutions;200.0
6612;KV2000001760;GXO Logistics;350.0
6613;KV2000001761;DHL Supply Chain;50.99
6614;KV2000001762;DHL Supply Chain;50.0
6615;KV2000001763;EODIS North America;50.99
6616;KV2000001764;DHL Supply Chain;150.99
6617;KV2000001765;Americold;350.99
6618;KV2000001766;Lineage Logistics;350.99
6619;KV2000001767;Americold;50.0
6620;KV2000001768;Americold;200.99
6621;KV2000001769;DHL Supply Chain;450.99
6622;KV2000001770;GXO Logistics;250.99
6623;KV2000001771;Americold;100.0
6624;KV2000001772;DHL Supply Chain;0.0
6625;KV2000001773;GXO Logistics;450.0
6626;KV2000001774;Ryder Supply Chain Solutions;450.0
6627;KV2000001775;DHL Supply Chain;50.0
6628;KV2000001776;GXO Logistics;400.99
6629;KV2000001777;Americold;250.99
6630;KV2000001778;Ryder Supply Chain Solutions;200.0
6631;KV2000001779;Kenco Logistic Services LLC;400.0
6632;KV2000001780;DHL Supply Chain;200.99
6633;KV2000001781;Ryder Supply Chain Solutions;50.99
6634;KV2000001782;GXO Logistics;450.0
6635;KV2000001783;FedEx Supply Chain;150.99
6636;KV2000001784;Kenco Logistic Services LLC;0.0
6637;KV2000001785;Ryder Supply Chain Solutions;400.99
6638;KV2000001786;Lineage Logistics;50.0
6639;KV2000001787;EODIS North America;100.99
6640;KV2000001788;DHL Supply Chain;0.99
6641;KV2000001789;Lineage Logistics;150.0
6642;KV2000001790;GXO Logistics;200.0
6643;KV2000001791;FedEx Supply Chain;250.0
6644;KV2000001792;EODIS North America;300.0
6645;KV2000001793;Lineage Logistics;150.99
6646;KV2000001794;FedEx Supply Chain;100.99
6647;KV2000001795;Americold;150.99
6648;KV2000001796;DHL Supply Chain;150.0
6649;KV2000001797;DHL Supply Chain;450.0
6650;KV2000001798;Lineage Logistics;300.99
6651;KV2000001799;EODIS North America;50.99
6652;KV2000001800;Ryder Supply Chain Solutions;450.99
6653;KV2000001801;EODIS North America;0.0
6654;KV2000001802;FedEx Supply Chain;150.0
6655;KV2000001803;EODIS North America;0.99
6656;KV2000001804;FedEx Supply Chain;150.99
6657;KV2000001805;Kenco Logistic Services LLC;350.99
6658;KV2000001806;Kenco Logistic Services LLC;400.0
6659;KV2000001807;FedEx Supply Chain;300.0
6660;KV2000001808;DHL Supply Chain;50.99
6661;KV2000001809;Kenco Logistic Services LLC;400.99
6662;KV2000001810;Americold;200.99
6663;KV2000001811;Ryder Supply Chain Solutions;400.99
6664;KV2000001812;Lineage Logistics;450.99
6665;KV2000001813;GXO Logistics;400.0
6666;KV2000001814;EODIS North America;450.99
6667;KV2000001815;Lineage Logistics;450.99
6668;KV2000001816;Americold;200.99
6669;KV2000001817;Kenco Logistic Services LLC;250.99
6670;KV2000001818;Kenco Logistic Services LLC;50.0
6671;KV2000001819;Kenco Logistic Services LLC;200.0
6672;KV2000001820;Americold;350.0
6673;KV2000001821;Lineage Logistics;150.99
6674;KV2000001822;Kenco Logistic Services LLC;150.0
6675;KV2000001823;DHL Supply Chain;100.0
6676;KV2000001824;Ryder Supply Chain Solutions;50.99
6677;KV2000001825;Kenco Logistic Services LLC;250.99
6678;KV2000001826;FedEx Supply Chain;0.0
6679;KV2000001827;GXO Logistics;0.99
6680;KV2000001828;Ryder Supply Chain Solutions;450.0
6681;KV2000001829;DHL Supply Chain;350.0
6682;KV2000001830;DHL Supply Chain;300.99
6683;KV2000001831;EODIS North America;50.0
6684;KV2000001832;Americold;350.99
6685;KV2000001833;GXO Logistics;100.99
6686;KV2000001834;DHL Supply Chain;450.99
6687;KV2000001835;Kenco Logistic Services LLC;400.99
6688;KV2000001836;Americold;250.0
6689;KV2000001837;Americold;200.0
6690;KV2000001838;Ryder Supply Chain Solutions;0.99
6691;KV2000001839;EODIS North America;400.99
6692;KV2000001840;Ryder Supply Chain Solutions;450.0
6693;KV2000001841;Kenco Logistic Services LLC;200.99
6694;KV2000001842;Ryder Supply Chain Solutions;450.0
6695;KV2000001843;FedEx Supply Chain;450.0
6696;KV2000001844;Lineage Logistics;450.99
6697;KV2000001845;Americold;100.0
6698;KV2000001846;Americold;350.99
6699;KV2000001847;DHL Supply Chain;150.0
6700;KV2000001848;Ryder Supply Chain Solutions;400.99
6701;KV2000001849;DHL Supply Chain;0.0
